,Customer ID,frequency,recency,T,monetary_value,p_not_alive,p_alive,predicted_purchases,actual30,error,expected_avg_sales_,predicted_clv,Labels
5508,17854.0,4.0,546.0,731.0,233.8775,0.07679676997045293,0.9232032300295471,0.1679745816946648,0.21978021978021978,0.05180563808555497,292.24046359669177,952.9040578703692,
5510,17856.0,3.0,280.0,281.0,303.66,0.0004085733164170824,0.9995914266835829,0.3314562066345054,0.32142857142857145,-0.010027635205933971,413.6838105232579,2809.8474471662303,
5511,17857.0,21.0,638.0,641.0,1338.0257142857142,0.0006768711885098977,0.9993231288114901,0.9257211287860635,0.9874608150470219,0.06173968626095838,1390.7603571860468,27653.29412024738,
5512,17858.0,28.0,728.0,733.0,435.3332142857143,0.001054386088206405,0.9989456139117936,1.0813170119957347,1.153846153846154,0.07252914185041925,448.09936552473204,10495.091110261852,
5514,17860.0,2.0,360.0,728.0,379.425,0.21236460110236166,0.7876353988976383,0.08434135258446586,0.16666666666666669,0.08232531408220083,630.847933768937,896.1256160469572,
5515,17861.0,17.0,726.0,729.0,279.00588235294117,0.0005991648582976961,0.9994008351417023,0.6724811199732538,0.7024793388429752,0.029998218869721427,292.76278901564314,4265.173372429526,
5516,17862.0,3.0,240.0,563.0,376.08666666666664,0.37454333722706845,0.6254566627729315,0.11437287443106164,0.375,0.26062712556893836,512.2500378783336,916.1343611421579,
5517,17863.0,11.0,593.0,652.0,491.78363636363633,0.022229151283315818,0.9777708487166842,0.48340803271439775,0.5564924114671164,0.07308437875271862,530.2187166892683,5342.377714934955,
5518,17864.0,4.0,415.0,427.0,178.0525,0.0038377951825383505,0.9961622048174616,0.29304531073291934,0.28915662650602414,-0.0038886842268952004,222.55516530232632,1360.3259759225261,
5519,17865.0,47.0,708.0,738.0,533.1855319148937,0.01637679038077655,0.9836232096192234,1.7553300116118413,1.9915254237288136,0.23619541211697226,542.3869544344965,20142.590483744705,
5520,17866.0,2.0,583.0,725.0,490.75,0.039421424927087445,0.9605785750729126,0.10325054172145157,0.10291595197255575,-0.0003345897488958166,815.7108189393709,1717.7228371247727,
5521,17867.0,13.0,707.0,737.0,66.28692307692309,0.007647125334957594,0.9923528746650424,0.5128154624690812,0.5516265912305516,0.038811128761470415,70.6857124592256,777.0579926969513,
5523,17869.0,5.0,440.0,547.0,176.19400000000002,0.050849631811347384,0.9491503681886526,0.2709845085117981,0.34090909090909094,0.06992458239729282,209.76021564884266,1136.858079846365,
5524,17870.0,9.0,379.0,381.0,246.20000000000002,0.0006668271776096857,0.9993331728223903,0.659589972692931,0.7124010554089709,0.05281108271603996,270.18983443772504,3709.944605940228,
5525,17871.0,4.0,489.0,693.0,220.8675,0.10220118235848619,0.8977988176415138,0.17153122020031453,0.245398773006135,0.07386755280582047,276.0003251137595,891.5707451621679,
5527,17873.0,14.0,643.0,723.0,402.62857142857143,0.03886475002901846,0.9611352499709815,0.5420354125081963,0.6531881804043547,0.11115276789615836,426.9595369702952,4729.943389098462,
5528,17874.0,2.0,70.0,255.0,296.55,0.3322294939526911,0.6677705060473089,0.1769586604744264,0.8571428571428571,0.6801841966684307,493.2282471891057,1645.059485625788,
5530,17876.0,2.0,276.0,675.0,1323.31,0.30644350342837756,0.6935564965716224,0.07957957212090504,0.21739130434782608,0.13781173222692106,2198.2344540392724,2779.715120212621,
5532,17878.0,1.0,352.0,395.0,379.45,0.015451717914490404,0.9845482820855096,0.11753948104299654,0.08522727272727273,-0.0323122083157238,1860.9865859610238,4481.5987070063875,
5534,17880.0,2.0,366.0,730.0,326.66,0.20581513908624693,0.7941848609137531,0.08482899390841282,0.16393442622950818,0.07910543232109536,543.2279909347312,780.361606634293,
5537,17883.0,5.0,649.0,652.0,165.474,0.0006445530550035494,0.9993554469449965,0.24358706977519518,0.23112480739599384,-0.012462262379201339,197.01168522659165,1030.9490209776384,
5538,17884.0,15.0,732.0,735.0,194.11733333333333,0.0005925658079810603,0.9994074341920189,0.5925992954195597,0.6147540983606556,0.022154802941095952,205.0565937109614,2633.8833242192704,
5540,17886.0,6.0,694.0,725.0,268.06333333333333,0.007008806678969526,0.9929911933210305,0.25735122582613257,0.25936599423631124,0.002014768410178669,309.223971392545,1704.938980836284,
5542,17888.0,26.0,700.0,718.0,48.18076923076923,0.004921017624554214,0.9950789823754458,1.0216005235950232,1.1142857142857143,0.09268519069069114,49.73920579079852,1092.4546408941599,
5543,17889.0,4.0,406.0,618.0,189.6075,0.137953979173717,0.862046020826283,0.18276165920673765,0.2955665024630542,0.11280484325631657,236.97905463132574,788.8777211037946,
5544,17890.0,1.0,39.0,361.0,125.13,0.4772317068768879,0.5227682931231121,0.06738302675390155,0.7692307692307692,0.7018477424768677,616.7971534362865,773.7757828936672,
5546,17892.0,2.0,99.0,155.0,51.0,0.05531202399298485,0.9446879760070152,0.3639215968820536,0.6060606060606061,0.24213900917855247,85.4754382638861,615.3904703379849,
5548,17894.0,16.0,398.0,469.0,141.5825,0.08173693967194784,0.9182630603280522,0.8667470213981184,1.206030150753769,0.3392831293556505,149.05331518499182,2498.367185221546,
5551,17897.0,7.0,404.0,576.0,323.7728571428571,0.17084298938457532,0.8291570106154247,0.30351019549780045,0.5198019801980198,0.21629178470021937,365.44305487920747,1958.294732685318,
5552,17898.0,3.0,482.0,567.0,61.43333333333334,0.028346835196054077,0.9716531648039459,0.17655639953817162,0.1867219917012448,0.010165592163073167,84.03494226853356,304.72389815574763,
5555,17901.0,1.0,492.0,521.0,110.38,0.007895090833779705,0.9921049091662203,0.09300883439593952,0.06097560975609757,-0.03203322463984195,544.6369059931445,1060.138538768775,
5559,17905.0,11.0,609.0,680.0,199.7990909090909,0.02857035779851702,0.971429642201483,0.4622449115410012,0.541871921182266,0.07962700964126479,215.46938726755755,2061.260301445687,
5562,17908.0,5.0,352.0,725.0,191.39600000000002,0.5242208778176654,0.4757791221823347,0.1052650498846202,0.42613636363636365,0.32087131375174344,227.83886858532202,311.4207896071769,
5566,17912.0,4.0,65.0,375.0,73.9025,0.9128773509841963,0.08712264901580365,0.02865308098004506,1.8461538461538463,1.817500765173801,92.54667775448644,45.9289653045473,
5567,17913.0,12.0,678.0,736.0,266.8575,0.019092461431235663,0.9809075385687643,0.4708471910105054,0.5309734513274336,0.06012626031692819,285.8908447345194,2834.799859584541,
5570,17916.0,1.0,105.0,733.0,18.41,0.5787472498592192,0.4212527501407808,0.029012235636906178,0.28571428571428575,0.25670205007737956,94.69941735953297,41.05399465148274,
5571,17917.0,2.0,317.0,362.0,115.185,0.018590081715889717,0.9814099182841103,0.19499594046008445,0.1892744479495268,-0.005721492510557646,192.0590833091527,763.7420437804949,
5572,17918.0,2.0,5.0,505.0,135.23,0.9463138827990033,0.053686117200996704,0.007994373401415482,12.0,11.992005626598585,225.34519634073902,37.790859722464646,
5573,17919.0,1.0,350.0,438.0,1304.04,0.032944731328879984,0.96705526867112,0.10559629791299074,0.08571428571428572,-0.01988201219870503,6384.284428907103,13637.325935907003,
5574,17920.0,50.0,729.0,733.0,472.50919999999996,0.000876187706724485,0.9991238122932755,1.9066719890473225,2.05761316872428,0.1509411796769573,480.16852520360237,19838.226411589007,
5575,17921.0,10.0,448.0,512.0,221.775,0.034402538685709194,0.9655974613142908,0.5429333203945998,0.6696428571428572,0.12670953674825736,241.04728798712452,2662.499781130379,
5577,17923.0,2.0,262.0,544.0,154.75,0.2061631013684495,0.7938368986315505,0.11065026909797535,0.22900763358778625,0.1183573644898109,257.75951045281516,500.35082094317664,
5578,17924.0,10.0,413.0,414.0,315.008,0.0003093188109409839,0.999690681189059,0.6769150474883903,0.7263922518159807,0.049477204327590396,342.3389935581563,4847.86750852885,
5580,17926.0,4.0,446.0,579.0,214.2975,0.06083357377250498,0.939166426227495,0.21115321229309827,0.26905829596412556,0.057905083671027285,267.799117593939,1119.0619752200118,
5582,17928.0,2.0,526.0,571.0,106.27,0.012155798431754739,0.9878442015682453,0.13185483791254388,0.11406844106463879,-0.01778639684790509,177.25510737118353,489.6264819739059,
5583,17929.0,11.0,719.0,730.0,243.74545454545452,0.002314938525037058,0.9976850614749629,0.44491606639337045,0.45897079276773295,0.014054726374362503,262.84206058331495,2526.242529381061,
5584,17930.0,14.0,610.0,645.0,285.68285714285713,0.011330929724915784,0.9886690702750842,0.6187358862408628,0.6885245901639344,0.06978870392307157,302.9675922672769,3965.8478912132277,
5585,17931.0,10.0,527.0,661.0,294.857,0.1034496258029135,0.8965503741970865,0.40077464524119233,0.5692599620493358,0.1684853168081435,320.44621783537724,2411.9875042582603,
5586,17932.0,2.0,182.0,211.0,371.28,0.017324931401120902,0.9826750685988791,0.30184900468977655,0.3296703296703297,0.027821324980553175,617.3225962462494,3741.0492993943208,
5588,17934.0,2.0,355.0,406.0,352.125,0.019442156680640754,0.9805578433193592,0.17665406354685867,0.16901408450704225,-0.007639979039816419,585.5143899544042,2116.717779960511,
5589,17935.0,5.0,597.0,735.0,109.85799999999999,0.05078327081733269,0.9492167291826673,0.2073900357739349,0.25125628140703515,0.043866245633100265,130.87154828965984,545.5714240905357,
5591,17937.0,6.0,354.0,362.0,484.60999999999996,0.002908873864049144,0.9970911261359509,0.4776737544145965,0.5084745762711864,0.030800821856589944,558.8739711982266,5529.122225401614,
5594,17940.0,17.0,687.0,736.0,1328.2364705882353,0.017640225941747745,0.9823597740582523,0.655244713882299,0.74235807860262,0.08711336472032105,1393.507846249807,19274.18254161912,
5595,17941.0,3.0,572.0,702.0,339.52,0.04002866328832988,0.9599713367116701,0.14376795474201826,0.15734265734265734,0.013574702600639088,462.4860690783897,1354.4960813599175,
5600,17946.0,1.0,26.0,259.0,132.03,0.39282806212594623,0.6071719378740538,0.10285367136408538,1.153846153846154,1.0509924824820687,650.5534725791802,1310.2770064168851,
5603,17949.0,79.0,736.0,737.0,1228.2226582278481,0.000200920338462085,0.9997990796615379,2.9814826237408787,3.220108695652174,0.23862607191129515,1240.7297989220742,80277.81708756849,
5604,17950.0,5.0,632.0,704.0,255.89000000000001,0.01996288390479306,0.9800371160952069,0.2227449281601826,0.23734177215189875,0.014596843991716152,304.53697689247247,1422.6728790175266,
5605,17951.0,4.0,365.0,404.0,321.58500000000004,0.015539529559889798,0.9844604704401102,0.30378243830803164,0.3287671232876712,0.02498468497963957,401.72408742388495,2508.9611825834554,
5606,17952.0,1.0,163.0,541.0,438.55,0.29329238229314425,0.7067076177068558,0.06406961850051006,0.18404907975460122,0.11997946125409116,2150.1167977501555,2349.359687735314,
5608,17954.0,18.0,725.0,730.0,195.5038888888889,0.0010247765108769569,0.998975223489123,0.708993357672651,0.7448275862068965,0.03583422853424545,204.59974672339365,3140.8299392152894,
5609,17955.0,4.0,467.0,665.0,231.22500000000002,0.1035488349864776,0.8964511650135224,0.17783473670238653,0.2569593147751606,0.07912457807277407,288.92939769923004,967.3585933350898,
5612,17958.0,1.0,612.0,728.0,508.4599999999999,0.027495677045330735,0.9725043229546693,0.06739945824216059,0.049019607843137254,-0.01837985039902334,2492.13190952982,3479.7804163549704,
5614,17960.0,2.0,470.0,641.0,62.09,0.060753781691173736,0.9392462183088263,0.112953609382971,0.1276595744680851,0.014705965085114098,103.89115258268345,232.33331022638853,
5615,17961.0,84.0,717.0,738.0,35.44035714285714,0.01511679596371951,0.9848832040362805,3.1170632505128792,3.514644351464435,0.39758110095155574,35.79061833910065,2364.9577361331526,
5616,17962.0,2.0,553.0,695.0,145.0,0.041506145871459066,0.9584938541285409,0.10708821769003579,0.10849909584086799,0.0014108781508321983,241.56895909048205,525.4870370188373,
5617,17963.0,3.0,218.0,689.0,159.13,0.633049111584866,0.36695088841513407,0.05590190303766416,0.41284403669724773,0.35694213365958355,216.99138361379852,160.36826444327878,
5618,17964.0,1.0,341.0,372.0,209.94,0.011293168662593667,0.9887068313374063,0.12423813909837385,0.08797653958944282,-0.03626159950893103,1031.706345683939,2629.5471311640686,
5619,17965.0,30.0,688.0,725.0,228.192,0.016598820907167022,0.983401179092833,1.1498384600526321,1.308139534883721,0.1583010748310889,234.44089583514406,5695.676981621201,
5620,17966.0,6.0,653.0,690.0,263.6666666666667,0.009082086453330196,0.9909179135466698,0.2687042398854685,0.2756508422664625,0.006946602380994038,304.1551894557232,1740.3080241200175,
5621,17967.0,1.0,45.0,416.0,246.14,0.5160136926867759,0.4839863073132241,0.05526156776698797,0.6666666666666667,0.6114050988996788,1208.8047156799892,1207.3942153089038,
5622,17968.0,3.0,139.0,512.0,252.4666666666667,0.6754442547721506,0.3245557452278493,0.06458725103134716,0.6474820143884893,0.5828947633571422,344.01425420333635,329.08817357100355,
5623,17969.0,19.0,567.0,733.0,113.48105263157895,0.44319644962269633,0.5568035503773037,0.41459369795350387,1.0052910052910051,0.5906973073375013,118.49258498168089,640.1272488756314,
5628,17974.0,5.0,383.0,407.0,327.452,0.008847164158095833,0.9911528358419042,0.3667674458564855,0.39164490861618795,0.02487746275970243,389.6405528325026,2959.10156077977,
5629,17975.0,23.0,475.0,490.0,296.0513043478261,0.005720856457835155,0.9942791435421648,1.2785327620553721,1.4526315789473685,0.17409881689199636,306.7016110448876,8232.918246017418,
5631,17977.0,2.0,371.0,400.0,115.11999999999999,0.010214214083791529,0.9897857859162085,0.18061373372147907,0.16172506738544476,-0.01888866633603431,191.95114630007046,715.3177151816246,
5632,17978.0,3.0,366.0,731.0,446.21999999999997,0.2811022575374942,0.7188977424625058,0.10374636081689262,0.24590163934426232,0.1421552785273697,607.6952433068496,993.2719704224249,
5633,17979.0,2.0,224.0,259.0,258.02,0.01841609039363601,0.981583909606364,0.25691295700014233,0.26785714285714285,0.010944185857000521,429.2465093439062,2224.9671597508254,
5634,17980.0,3.0,228.0,393.0,270.48333333333335,0.1479523549336954,0.8520476450663046,0.21353976568151822,0.39473684210526316,0.18119707642374494,368.53332907696415,1467.2208769959766,
5638,17984.0,4.0,593.0,738.0,240.4525,0.04925765588208708,0.9507423441179129,0.1714790917730698,0.20236087689713322,0.03088178512406342,300.4479125225395,1037.778965286165,
5641,17987.0,4.0,365.0,550.0,182.7,0.1273646608332062,0.8726353391667938,0.20543336199780554,0.3287671232876712,0.12333376128986567,228.3565522046651,868.8623318485594,
5642,17988.0,10.0,721.0,732.0,31.483999999999998,0.0022926112170390534,0.997707388782961,0.4063097309729771,0.41608876560332875,0.009779034630351624,34.308258407284626,301.1792633231767,
5644,17990.0,6.0,496.0,732.0,198.3116666666667,0.18636883803342907,0.8136311619665709,0.20901709491784057,0.3629032258064516,0.15388613088861106,228.80941762532328,814.6680842907826,
5645,17991.0,2.0,366.0,591.0,46.675000000000004,0.11004421436596967,0.8899557856340303,0.11517220382609833,0.16393442622950818,0.048762222403409855,78.29347573649221,169.62850427115288,
5648,17994.0,10.0,499.0,620.0,168.868,0.0924797190246841,0.9075202809753159,0.4299274452429927,0.6012024048096192,0.17127495956662647,183.56720833028007,1503.8352731350203,
5649,17995.0,2.0,106.0,387.0,81.175,0.4277204174797078,0.5722795825202922,0.10742681681107931,0.5660377358490566,0.4586109190379773,135.5831190185939,251.78520817859174,
5650,17996.0,1.0,167.0,546.0,219.43,0.28942761904456815,0.7105723809554318,0.06389356683754245,0.17964071856287425,0.1157471517253318,1078.1335150558318,1174.3827251102339,
5651,17997.0,7.0,90.0,164.0,169.8242857142857,0.24955784970134232,0.7504421502986577,0.7676668646851901,2.3333333333333335,1.5656664686481434,191.753588070284,2821.7780538335624,
5652,17998.0,2.0,358.0,738.0,186.07,0.2226797261850174,0.7773202738149826,0.08220145596688755,0.1675977653631285,0.08539630939624096,309.7685431367405,424.26206071340766,
5653,17999.0,2.0,341.0,378.0,286.2,0.014171094269036955,0.985828905730963,0.18881073728406653,0.17595307917888564,-0.012857658105180886,476.0413542044751,1843.1323337750198,
5655,18001.0,4.0,725.0,737.0,194.31,0.0023911800703895203,0.9976088199296105,0.1801561727495545,0.16551724137931034,-0.014638931370244163,242.84909699996442,944.6953738815226,
5656,18002.0,3.0,356.0,731.0,68.53333333333333,0.3017447208379318,0.6982552791620682,0.10076738297453516,0.25280898876404495,0.1520416057895098,93.697408407447,146.30464203770336,
5659,18005.0,1.0,44.0,47.0,109.75,0.0029771203137171076,0.9970228796862829,0.48824079762859124,0.6818181818181819,0.19357738418959064,541.5548072887934,5191.5751507900995,
5660,18006.0,3.0,699.0,722.0,308.82,0.004788327995026265,0.9952116720049737,0.14526252338696352,0.12875536480686695,-0.016507158580096576,420.70610985801744,1312.319769770134,
5662,18008.0,20.0,632.0,702.0,986.4765,0.04472057631072168,0.9552794236892783,0.7773192720450198,0.949367088607595,0.17204781656257517,1027.393243406783,16172.36910274223,
5663,18009.0,10.0,417.0,652.0,182.482,0.5117837319471831,0.4882162680528169,0.22097763428281111,0.7194244604316546,0.4984468261488435,198.357950660185,568.9430617206824,
5665,18011.0,1.0,194.0,567.0,205.57999999999998,0.2567124557908942,0.7432875442091058,0.06461751582616565,0.15463917525773196,0.09002165943156631,1010.3762657617627,1120.5853322345556,
5670,18016.0,6.0,649.0,681.0,293.21,0.007744762263985794,0.9922552377360142,0.272308913789328,0.27734976887519264,0.0050408550858646595,338.2147909007967,1963.5422302265342,
5671,18017.0,3.0,350.0,431.0,174.33333333333334,0.03638109068636175,0.9636189093136382,0.22302749682727693,0.2571428571428572,0.03411536031558024,237.68176298449535,1070.5257790126102,
5672,18018.0,3.0,312.0,420.0,52.23,0.05885638264673121,0.9411436173532688,0.22275824338164657,0.2884615384615385,0.06570329507989192,71.51002724058048,315.29693422249795,
5675,18021.0,1.0,3.0,512.0,116.41,0.7821393111735162,0.21786068882648385,0.020742331944035686,10.0,9.979257668055965,574.1369935919341,233.40810062709383,
5676,18022.0,4.0,511.0,546.0,363.245,0.010152650286106457,0.9898473497138935,0.2345504807192213,0.23483365949119372,0.00028317877197242547,453.7274824430209,2232.4607031591254,
5679,18025.0,4.0,240.0,619.0,229.8175,0.6107441953104737,0.3892558046895263,0.08240530670331928,0.5,0.41759469329668075,287.1724419025561,317.1195956852139,
5680,18026.0,1.0,5.0,505.0,1328.65,0.7694522133531971,0.23054778664680284,0.022219430404852927,6.0,5.977780569595147,6504.681967183424,2811.5110617764035,
5684,18030.0,1.0,38.0,42.0,109.55,0.004142186640969214,0.9958578133590308,0.510503920476317,0.7894736842105263,0.27896976373420934,540.576363255666,5414.768380614242,
5688,18034.0,1.0,354.0,375.0,422.88,0.007367603770988551,0.9926323962290114,0.12388234215771007,0.0847457627118644,-0.03913657944584567,2073.4557077546274,5290.438764185923,
5689,18035.0,2.0,350.0,385.0,365.2,0.01307368398710973,0.9869263160128903,0.18608528044275588,0.17142857142857143,-0.01465670901418445,607.2263344736356,2321.2077976299906,
5690,18036.0,9.0,689.0,721.0,165.8711111111111,0.007808557522991921,0.9921914424770081,0.37189626164616973,0.3918722786647315,0.019976017018561776,182.07133021169338,1448.9062860662775,
5691,18037.0,13.0,584.0,738.0,11.19,0.1684659620575505,0.8315340379424495,0.42917506493987456,0.6678082191780822,0.23863315423820763,11.997072482381613,88.87915611042388,
5693,18039.0,3.0,266.0,640.0,152.73333333333332,0.411293282891134,0.588706717108866,0.09590974939101535,0.3383458646616541,0.24243611527063877,208.2860913506178,296.7998441271094,
5694,18040.0,1.0,226.0,245.0,118.2,0.009170652459446926,0.9908293475405531,0.1754115865736511,0.1327433628318584,-0.042668223741792716,582.8940676884239,2067.4282857040153,
5695,18041.0,35.0,683.0,694.0,232.8402857142857,0.00292085150340593,0.9970791484965941,1.410145762130766,1.5373352855051245,0.12718952337435852,238.28383700946685,7231.2366695303435,
5696,18042.0,1.0,488.0,541.0,165.04999999999998,0.014753469453073431,0.9852465305469266,0.08932176158779835,0.06147540983606558,-0.02784635175173277,812.0945824485053,1508.3137683759594,
5697,18043.0,2.0,342.0,366.0,121.525,0.008923109881663782,0.9910768901183362,0.19509209042978698,0.17543859649122806,-0.01965349393855892,202.58709311809545,813.1957305584885,
5698,18044.0,18.0,556.0,560.0,191.60000000000002,0.0010246300952418963,0.9989753699047581,0.9015581604756446,0.9712230215827338,0.06966486110708914,200.5153279242399,3847.5241521989856,
5702,18048.0,1.0,290.0,493.0,172.29000000000002,0.09569926483995883,0.9043007351600412,0.0890249978980219,0.10344827586206896,0.014423277964047063,847.5142564477156,1446.827437586667,
5703,18049.0,1.0,153.0,590.0,283.97,0.3533339046087596,0.6466660953912404,0.05424634859324962,0.19607843137254902,0.1418320827792994,1393.8774045460275,1242.7823447723274,
5704,18050.0,1.0,34.0,393.0,74.4,0.5381868629276989,0.4618131370723011,0.05537355075033879,0.8823529411764706,0.8269793904261318,368.6148244335344,377.93466228889963,
5705,18051.0,7.0,96.0,730.0,277.5257142857143,0.9998178900132226,0.00018210998677742335,5.3762766656990053e-05,2.1875,2.187446237233343,313.26561984519543,0.2500506902386322,
5707,18053.0,4.0,461.0,527.0,71.6425,0.023379773387555147,0.9766202266124449,0.238832740467734,0.2603036876355748,0.021470947167840815,89.7255622301646,441.66276410523557,
5709,18055.0,13.0,406.0,413.0,751.6930769230769,0.002390549210593007,0.997609450789407,0.8643487409394945,0.9605911330049262,0.09624239206543161,800.7728526218388,14448.404042037428,
5710,18056.0,2.0,330.0,618.0,174.39999999999998,0.16853638216243938,0.8314636178375606,0.10335442341572638,0.18181818181818182,0.07846375840245544,290.38969858305563,534.3324894805918,
5711,18057.0,2.0,297.0,690.0,453.12,0.2803253331798684,0.7196746668201316,0.08093784813579678,0.20202020202020202,0.12108235388440523,753.2235935276176,981.599214431237,
5712,18058.0,2.0,658.0,667.0,236.42999999999998,0.001913135630993934,0.9980868643690061,0.11577179455956371,0.0911854103343465,-0.02458638422521721,393.39481663490403,976.626340666796,
5713,18059.0,3.0,58.0,67.0,57.54333333333333,0.009068333104758186,0.9909316668952418,0.8604283962840079,1.5517241379310345,0.6912957416470266,78.74099955298801,1337.6904340931756,
5714,18060.0,1.0,156.0,564.0,721.06,0.32614232052032843,0.6738576794796716,0.0588606642885417,0.1923076923076923,0.1334470280191506,3532.2179167441923,3479.3279363913043,
5715,18061.0,27.0,714.0,735.0,228.45407407407407,0.0060090557680579915,0.993990944231942,1.0360456252189956,1.134453781512605,0.09840815629360944,235.4263288701558,5242.753391244443,
5716,18062.0,8.0,424.0,597.0,137.5775,0.1901847268725867,0.8098152731274133,0.32367682122416497,0.5660377358490566,0.24236091462489162,152.90186575464875,853.9424699963595,
5717,18063.0,1.0,243.0,633.0,84.60000000000001,0.2278025373412642,0.7721974626587358,0.060791295252032335,0.1234567901234568,0.06266549487142446,418.5154701230292,436.07027697410956,
5718,18064.0,11.0,543.0,676.0,362.6163636363636,0.10903741156861035,0.8909625884313896,0.4262411567559838,0.6077348066298343,0.18149364987385047,390.98082513973304,3105.8730002972125,
5719,18065.0,19.0,725.0,730.0,291.05157894736845,0.001028081963141969,0.998971918036858,0.746634022252665,0.7862068965517242,0.0395728742990592,303.8235410148386,4911.7152842177575,
5720,18066.0,2.0,340.0,415.0,344.55,0.031065876543633797,0.9689341234563662,0.17129207471415872,0.1764705882352941,0.0051785135211353805,572.9355769728993,1988.4235732703007,
5723,18069.0,9.0,623.0,649.0,458.8866666666667,0.006764492460307192,0.9932355075396928,0.40977996983232645,0.4333868378812199,0.023606868048893448,503.50105278920404,4394.082696665122,
5724,18070.0,1.0,62.0,731.0,314.1,0.7010770333034746,0.29892296669652535,0.020638885616833334,0.4838709677419355,0.46323208212510214,1541.2799981366625,491.62289186603766,
5725,18071.0,4.0,477.0,734.0,300.345,0.15159861573581435,0.8484013842641857,0.15378567144780894,0.25157232704402516,0.09778665559621622,375.2105946200816,1024.2185299716728,
5727,18073.0,9.0,83.0,197.0,422.38222222222225,0.7855609460459577,0.21443905395404228,0.2407246856344121,3.253012048192771,3.012287362558359,463.45671647955976,1988.8596065586114,
5728,18074.0,1.0,132.0,505.0,979.2,0.3299873105809329,0.6700126894190671,0.06457359898979427,0.2272727272727273,0.16269912828293304,4795.095630301662,5298.420379619937,
5729,18075.0,30.0,475.0,498.0,165.07633333333334,0.012516960521330667,0.9874830394786693,1.6194120292268916,1.8947368421052633,0.2753248128783716,169.6058161966873,5725.656918553107,
5731,18077.0,17.0,724.0,732.0,242.76117647058825,0.0016902514411724079,0.9983097485588276,0.6692214498527957,0.7044198895027624,0.035198439649966606,254.7385631702953,3687.8384764730026,
5732,18078.0,3.0,411.0,628.0,157.28666666666666,0.11451036284670002,0.8854896371533,0.14675516800785673,0.218978102189781,0.07222293418192427,214.48277151294445,587.3706198142253,
5733,18079.0,3.0,446.0,491.0,1217.3233333333333,0.014633554137173155,0.9853664458628268,0.20348516802379102,0.20179372197309417,-0.0016914460506968487,1657.0980387908814,6995.731034708636,
5734,18080.0,1.0,224.0,242.0,390.0,0.00872760260515304,0.991272397394847,0.17720204467859257,0.13392857142857142,-0.04327347325002115,1912.5995087084914,6851.836214585419,
5735,18081.0,2.0,97.0,133.0,115.10000000000001,0.03273662150340595,0.967263378496594,0.4139668268455237,0.6185567010309279,0.20458987418540414,191.9179349126606,1575.941549306741,
5739,18085.0,3.0,298.0,628.0,462.3333333333334,0.3070393164339914,0.6929606835660086,0.11484669867679395,0.30201342281879195,0.187166724141998,629.624051436196,1149.244458165951,
5741,18087.0,16.0,640.0,738.0,876.055,0.06800082984849609,0.9319991701515039,0.5853372675312571,0.75,0.16466273246874286,921.958213050082,10586.999637524925,
5746,18092.0,17.0,733.0,735.0,887.9758823529412,0.00039190436237190873,0.9996080956376281,0.6675819701665558,0.6957708049113233,0.02818883474476741,931.6316182510778,13485.711063562127,
5747,18093.0,8.0,525.0,618.0,510.05125000000004,0.043639161240149216,0.9563608387598508,0.37051244955189405,0.45714285714285713,0.08663040759096308,566.5084737908301,4244.280316044881,
5748,18094.0,11.0,647.0,728.0,577.5381818181818,0.032476295454023196,0.9675237045459768,0.4325525298755464,0.5100463678516229,0.07749383797607656,622.6591766275276,5557.085065451786,
5749,18095.0,4.0,287.0,599.0,320.5125,0.3963374171633792,0.6036625828366208,0.1316391855482867,0.4181184668989547,0.286479281350668,400.3853058310375,790.4893648642978,
5750,18096.0,5.0,502.0,513.0,308.036,0.003026227750384747,0.9969737722496153,0.3013570466714028,0.29880478087649404,-0.002552265794908748,366.55049064235106,2330.475142827883,
5751,18097.0,12.0,715.0,722.0,373.40916666666664,0.0014466187242431205,0.9985533812757569,0.4878336483957825,0.5034965034965035,0.015662855100721018,400.00844992424317,4218.364625409821,
5755,18101.0,4.0,663.0,674.0,129.165,0.0023643169643700057,0.99763568303563,0.19550014944583866,0.18099547511312217,-0.014504674332716488,161.52981787078505,677.9433292640056,
5756,18102.0,70.0,738.0,738.0,8513.271142857142,0.0,1.0,2.642611448905199,2.845528455284553,0.20291700637935417,8611.155851239058,494032.44586146745,
5760,18106.0,3.0,364.0,693.0,385.7166666666667,0.2431756531791348,0.7568243468208652,0.1146882012723702,0.24725274725274726,0.13256454598037706,525.3556081484375,988.1972208635706,
5762,18108.0,3.0,489.0,737.0,116.40333333333332,0.11296822625484326,0.8870317737451567,0.1270537659945124,0.18404907975460122,0.05699531376008882,158.8442047553043,374.75686143421245,
5763,18109.0,37.0,525.0,526.0,257.6583783783784,0.0002614097377711122,0.9997385902622289,1.916533654138849,2.114285714285714,0.19775206014686497,263.34659654357034,10713.374964522702,
5764,18110.0,1.0,392.0,411.0,206.05,0.006153494345687682,0.9938465056543123,0.11466752552661055,0.07653061224489795,-0.038136913281712606,1012.6756092396121,2405.0780300110114,
5766,18112.0,3.0,539.0,551.0,207.98666666666668,0.003058749448224707,0.9969412505517753,0.18585002950312446,0.16697588126159554,-0.018874148241528915,283.48094520912923,1115.3883361730707,
5770,18116.0,12.0,344.0,411.0,160.65333333333334,0.06444781910565867,0.9355521808943413,0.7551448680438263,1.0465116279069768,0.2913667598631505,172.14541455663738,2557.9964466456913,
